"ROW_NO","WAGES","EDUCATION","AGE","SEX","LANGUAGE"
"2560",,"12.1000003814697","38","Female","French"
"2561","14","17.5","25","Male","English"
"2562","13.0699996948242","11","51","Female","Other"
"2563",,"17","69","Male","English"
"2564",,"20","74","Male","English"
"2565","16","13","37","Female","Other"
"2566","6.78999996185303","12","35","Female","English"
"2567",,"12","82","Female","English"
"2568","9","13.5","28","Female","English"
"2569","9","10","38","Female","English"
"2570",,"11","30","Female","English"
"2571",,,"16","Male","NA"
"2572",,"3","66","Female","English"
"2573",,"12","69","Female","English"
"2574","20","13","57","Male","English"
"2575",,"12","47","Female","English"
"2576","16","13.5","22","Male","English"
"2577","27.3099994659424","17","44","Male","English"
"2578",,"6","86","Female","English"
"2579","29.1800003051758","16","57","Female","English"
"2580","6.90000009536743","10","60","Male","English"
"2581",,"12","32","Male","English"
"2582",,"10","41","Female","English"
"2583",,"14.1000003814697","35","Male","English"
"2584","14.6300001144409","14","23","Female","Other"
"2585","15.7799997329712","13.6000003814697","37","Female","English"
"2586","24.9599990844727","16","37","Male","English"
"2587",,"8","63","Female","Other"
"2588","21.0599994659424","15","59","Female","English"
"3440","6.84999990463257","12","18","Female","English"
"3441","14.4499998092651","12.5","27","Male","English"
"3442",,"14.5","21","Female","English"
"3443","14.8900003433228","12","35","Female","English"
"3444",,,"73","Female","Other"
"3445","15.8699998855591","15.3000001907349","33","Male","Other"
"3446","12.1099996566772","15","21","Male","English"
"3447",,"11.1999998092651","31","Male","English"
"3448","26.8500003814697","16","37","Female","English"
"3449",,"13","72","Male","English"
"3450",,"9.5","21","Male","French"
"3451","20.2399997711182","14.5","38","Male","English"
"3452",,"12.8999996185303","35","Female","English"
"3453",,"10","16","Female","English"
"3454","11.75","12","21","Female","English"
"3455",,,"18","Male","English"
"3456","20.6399993896484","15.1000003814697","38","Male","English"
"3457",,"11","79","Male","English"
"3458","11.1999998092651","16","39","Male","English"
"3459",,"17","62","Male","English"
"3460",,"13.5","44","Female","English"
"3461","18","15","29","Male","Other"
"3462","15.3599996566772","19.8999996185303","29","Male","English"
"3463","12.289999961853","12","33","Female","English"
"3464","7.19999980926514","8","37","Female","French"
"3465","6","11","18","Male","English"
"3466",,"9","48","Male","English"
"3467",,"15.3000001907349","30","Male","Other"
"3468",,"11.5","19","Female","English"
"3469",,"10.5","79","Female","English"
"3470","13.039999961853","12.5","33","Female","English"
"3471","14.8500003814697","10.5","30","Male","French"
"3472",,"14","66","Male","Other"
"3473",,"15.1000003814697","49","Male","English"
"3474","8.39000034332275","11","36","Female","English"
"3475",,"12","49","Female","English"
"3476",,"0","73","Female","English"
"3477",,"5","64","Male","Other"
"3478","24","18","36","Male","English"
"3479","10.3599996566772","14.5","44","Female","English"
"3480","18.2099990844727","10","46","Female","French"
"3481","15.3599996566772","12.1999998092651","22","Male","English"
"3482",,"11","37","Female","Other"
"3483","17.6200008392334","12.5","33","Male","English"
"3484","15.3900003433228","15","55","Female","English"
"3485","17.9200000762939","17","28","Female","English"
"3486","7","12.5","50","Female","Other"
"3487","15","13.5","31","Male","English"
"3488","8.97999954223633","14","31","Female","Other"
"3489","6.84999990463257","14.1000003814697","21","Male","English"
"3490","15.9200000762939","12.5","47","Male","English"
"3491",,"8","79","Male","English"
"3492",,"8","31","Female","Other"
"3493",,"9","66","Female","English"
"3494","23.0400009155273","17.5","41","Male","English"
"3495",,"12","66","Male","English"
"3496","7","11","16","Male","English"
"3497",,"11","43","Male","English"
"3498",,"10","52","Female","French"
"3499","10","19","26","Male","English"
"3500","15.710000038147","12","40","Male","English"
"3501",,"11","41","Female","English"
"3502","8.97999954223633","13.5","22","Female","English"
"3503","7.07000017166138","10.3000001907349","18","Female","English"
"3504",,"8","30","Female","English"
"3505","12","17","23","Male","English"
"3506","10","10.5","36","Male","English"
"3507","30.7199993133545","17.5","45","Male","English"
"3508","11.1899995803833","11","21","Male","English"
"3509","14.3999996185303","13.1000003814697","25","Male","English"
"3510",,"15","35","Female","English"
"3511",,"8","76","Male","English"
"3512",,,"71","Female","English"
"3513",,"10","76","Male","English"
"3514",,"10","31","Male","English"
"3515","18.2399997711182","13","33","Male","English"
"3516",,"16","43","Male","English"
"3517","10.9499998092651","10","25","Female","Other"
"3518","16.0499992370605","10.5","26","Male","English"
"3519","14.8599996566772","8","61","Female","Other"
"3520","6.30000019073486",,"17","Male","NA"
"3521","30.7199993133545","14","37","Female","Other"
"3522",,"13","53","Male","Other"
"3523",,"10","73","Male","English"
"3524","18.2399997711182","13","41","Female","Other"
"3525","7","12","19","Female","English"
"3526",,"13","71","Male","English"
"3527","13.3000001907349","13","30","Male","Other"
"3528","30","12","63","Male","English"
"3529",,"10","80","Female","English"
"3530",,"7","64","Female","French"
"3531",,"9","83","Male","English"
"3532",,"9","50","Male","English"
"3533",,"10","70","Female","English"
"3534",,"12","74","Female","English"
"3535","9","12","36","Female","English"
"3536","19.7600002288818","15.5","20","Female","English"
"3537","14.3900003433228","12","41","Female","Other"
"3538",,"16.5","65","Female","English"
"3539","6","9.5","60","Female","English"
"3540","18.7199993133545","17.2000007629395","48","Male","English"
"3541","17","12.8999996185303","30","Male","English"
"3542","17.9099998474121","12","24","Male","English"
"3543","19.9200000762939","13.3000001907349","30","Male","English"
"3544",,"8","81","Female","English"
"3545",,"9","63","Female","English"
"3546","15.3599996566772","13","34","Female","English"
"3547",,"3","43","Female","English"
"3548","7.90999984741211","12.1999998092651","31","Female","English"
"3549","7.92000007629395","16","28","Male","English"
"3550","15.3599996566772","14.5","40","Female","English"
"3551","8.11999988555908","0","53","Female","Other"
"3552",,"17","41","Female","English"
"3553","24","14.1999998092651","48","Female","English"
"3554","15.1700000762939","20","43","Female","English"
"3555","13.5900001525879","14","25","Male","English"
"3556","9.89999961853027","13","50","Female","English"
"3557","9.8100004196167","12.5","24","Male","French"
"3558","21.8199996948242","12.5","38","Male","English"
"3559",,"11","35","Female","English"
"3560",,"11.3999996185303","28","Female","English"
"3561",,"9","17","Male","English"
"3562","24.9599990844727","17","31","Female","English"
"3563",,"8","49","Male","English"
"3564",,"7","68","Female","Other"
"3565","7.1399998664856",,"17","Male","Other"
"3566","6.76999998092651","10.5","46","Female","English"
"3567","18.9200000762939","13","53","Male","English"
"3568","27.6599998474121","14.5","40","Male","English"
"3569",,"13","69","Female","Other"
"3570","10.460000038147","15.5","25","Female","English"
"3571","17.9099998474121","14","37","Female","English"
"3572",,"11","32","Male","English"
"3573","21.6000003814697","17","51","Female","English"
"3574",,"12","74","Male","English"
"3575",,"19","49","Female","English"
"3576",,"10","71","Male","English"
"3577",,"17","35","Female","English"
"3578","6.75","12.5","40","Female","English"
"3579","10.6599998474121",,"29","Female","English"
"3580","13.6000003814697","11","31","Male","English"
"3581",,"12","72","Male","English"
"3582","6","15","22","Male","English"
"3583","36","11","49","Male","English"
"3584","17.4099998474121","13","36","Female","English"
"3585","11.1700000762939","15","31","Male","English"
"3586",,"17.1000003814697","42","Male","English"
"3587","7.30000019073486","11","18","Male","English"
"3588","12.7799997329712","15","34","Female","English"
"3589","7","12","32","Male","English"
"3590","28.5599994659424","20","36","Female","English"
"3591","9.5","12","59","Female","English"
"3592",,"11","41","Female","English"
"3593",,"14.3999996185303","48","Female","English"
"3594","6.90000009536743","12","20","Male","English"
"3595","12.8400001525879","11","17","Female","English"
"3596",,"12.5","73","Male","English"
"3597","16.7999992370605","11","50","Male","English"
"3598","10.1999998092651","10.5","47","Female","English"
"3599",,"8.5","56","Male","English"
"3600",,"12","36","Female","English"
"3601","16.5799999237061","12","41","Male","English"
"3602","12.5500001907349","8","60","Male","English"
"3603","4.98000001907349","15","21","Female","English"
"3604",,"16","50","Male","Other"
"3605","15.0100002288818",,"31","Male","English"
"3606",,"10","51","Male","English"
"3607","14.9700002670288","16.6000003814697","27","Male","English"
"3608","3.4300000667572","12.6000003814697","31","Male","French"
"3609",,"14","39","Female","English"
"3610","4.19999980926514","2","16","Female","English"
"3611",,"8","64","Male","English"
"3612","18.5699996948242","12","36","Male","English"
"3613",,"8","71","Female","English"
"3614","21.6000003814697","10","35","Male","English"
"3615","17.3999996185303","15","33","Male","English"
"3616",,"9","37","Male","English"
"3617","21.8400001525879","20","29","Male","English"
"3618",,"13","24","Male","Other"
"3619",,,"16","Female","NA"
"3620","18.0300006866455","15.1000003814697","38","Male","English"
"3621","12.460000038147","12","36","Male","English"
"3622","16.1000003814697","12.5","36","Female","English"
"3623","21.1800003051758","17","39","Female","English"
"3624",,"8","54","Male","Other"
"3625",,"10.5","46","Female","English"
"3626",,"10","59","Male","English"
"3627",,"9","41","Female","English"
"3628",,"8","80","Female","English"
"3629","38.4000015258789","12","39","Male","English"
"3630","12.2200002670288","11","26","Male","English"
"3631","9.72000026702881","15","28","Male","English"
"3632","21.5699996948242","11","34","Male","English"
"3633","14.8100004196167","14","36","Female","English"
"3634","6.80999994277954","13","18","Male","English"
"3635",,"14","56","Male","English"
"3636","17.6700000762939","12","43","Male","English"
"3637",,"14","28","Female","English"
"3638","32.5999984741211","20","38","Male","English"
"3639","12.8000001907349","11.5","46","Female","English"
"3640",,"14","66","Female","English"
"3641",,"0","63","Female","French"
"3642",,"10.1000003814697","33","Male","Other"
"3643","8.26000022888184","11.1999998092651","18","Male","English"
"3644",,"8","52","Male","English"
"3645",,"12","68","Male","English"
"3646",,"11","38","Female","English"
"3647","16.4599990844727","12","32","Female","Other"
"3648",,"14","65","Female","English"
"3649","28.5400009155273","17","26","Male","English"
"3650",,"10","36","Female","English"
"3651","7","18.2999992370605","25","Female","English"
"3652","29.5400009155273","11.5","47","Female","English"
"3653",,"8","45","Female","Other"
"3654","12.0699996948242","17","25","Male","English"
"3655",,"16","70","Male","English"
"3656","15.6700000762939","12.5","43","Female","English"
"3657","8","11","22","Female","English"
"3658",,"16","55","Female","English"
"3659","7.25","9.5","45","Female","English"
"3660",,"10","30","Male","English"
"3661","6.69999980926514","16","66","Male","English"
"3662",,"12","44","Female","English"
"3663","11.9300003051758","12.5","30","Female","English"
"3664","6.44999980926514","12","17","Male","English"
"3665",,"8","60","Male","English"
"3666","32.4700012207031","17","40","Male","English"
"3667","3.79999995231628",,"60","Male","Other"
"3668",,,"79","Male","Other"
"3669",,"9","62","Male","English"
"3670",,"11.1000003814697","20","Male","English"
"3671","8","15","59","Female","English"
"3672",,"12","71","Male","English"
"3673","7","12","57","Female","English"
"3674","32.1599998474121","17","40","Female","English"
"3675","19.3999996185303","17","37","Male","English"
"3676",,"14","43","Female","English"
"3677",,"13.5","47","Female","French"
"3678","8.89999961853027","9","32","Male","French"
"3679",,"10","32","Female","English"
"3680","7","14","20","Female","English"
"3681",,"14","49","Male","English"
"3682",,"0","57","Male","English"
"3683","9.5","13","27","Male","Other"
"3684","10.1400003433228","17.6000003814697","24","Male","Other"
"3685","8.5","12","34","Female","English"
"3686",,"11.5","38","Male","English"
"3687","7.5","6","51","Female","Other"
"3688","8.36999988555908","17","23","Female","English"
"3689","15.0600004196167","11","42","Male","French"
"3690",,"8","62","Male","English"
"3691",,"12","17","Female","English"
